0	Index      	 *	Score 	Summary	Detail	
1	43651 24134	 * 	180.76	DCR|2VULN|2DMG|1AART|1CDMG	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9aVULN
837	43633 34321	   	154.04	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1LWND|2LIT|3AART|4RCR|5SELL|6DUR|7aVULN|8DMG|9DUST
838	43351 11212	   	154.02	DCR|4VULN|2CDMG|1DUR	1aLWND|2LIT|379aVULN|4DUR|5BEXP|6aCDMG|8RCR|aBPWR
839	56231 12621	   	153.99	DCR|1AART|1DMG|1VULN|2ASPD|1ZMB	1LIT|28ASPD|3AART|4ZMB|5DMG|6LWND|7RCR|9LHND|aVULN
840	31622 23623	   	153.98	DCR|2DMG|1AART|1VULN|1FLTHEA	1LEGI|2AART|3LWND|4VULN|5FLTHEA|6BEXP|7LHND|89DMG|aRCR
841	16433 13613	   	153.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|26VULN|3DMG|4DUR|56DUST|6BPWR|7LIT|8ZMB|9AART|aRCR
842	16313 43114	   	153.96	DCR|3VULN|2AART	1ERES|25aVULN|36AART|4CGEN|7RCR|8LWND|9FEWX
843	16331 41212	   	153.92	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|47BEXP|6RCR|7BPWR|8CDMG|9LWND|aZMB
844	16331 41251	   	153.92	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|47BEXP|6RCR|7BPWR|8CDMG|9RPLT|aZMB
845	16331 41261	   	153.92	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|479BEXP|6RCR|7BPWR|8CDMG|aZMB
846	16331 41421	   	153.92	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|478BEXP|6RCR|7BPWR|9CDMG|aZMB
847	16331 41612	   	153.92	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|47BEXP|6RCR|7BPWR|8FEWX|9CDMG|aZMB
848	16351 41211	   	153.92	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|479LWND|6RCR|7BPWR|8CDMG|aZMB
849	16351 41221	   	153.92	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|47LWND|6RCR|7BPWR|8CDMG|9ZMB|aLHND
850	16351 41223	   	153.92	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|47LWND|6RCR|7BPWR|8CDMG|9ZMB|aBELT
851	33113 26561	   	153.88	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2DUST|37VULN|4CDMG|5LHND|6LWND|8RCR|9DMG|aAART
852	61511 23236	   	153.86	DCR|2VULN|1AART|2CDMG|1DUR	1DUR|2RPLT|3AART|4LWND|58VULN|6BEXP|7RCR|9aCDMG
853	61531 23236	   	153.86	DCR|2VULN|1AART|2CDMG|1DUR	1DUR|2RPLT|3AART|4LHND|58VULN|6BEXP|7RCR|9aCDMG
854	16313 43153	   	153.86	DCR|3VULN|2AART	1ERES|25aVULN|36AART|4CGEN|7RCR|8LWND|9MBVNT
855	16313 43163	   	153.86	DCR|3VULN|2AART	1ERES|25aVULN|36AART|4CGEN|7RCR|8LWND|9DUST
856	16313 43216	   	153.86	DCR|3VULN|2AART	1ERES|25aVULN|36AART|49CGEN|7RCR|8TLV
857	16313 43314	   	153.86	DCR|3VULN|2AART	1ERES|25aVULN|36AART|4CGEN|7RCR|8DUST|9FEWX
858	36316 36322	   	153.86	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|235VULN|4FEWX|6DUR|7ZMB|8RCR|9RCVC|aAART
859	16362 12433	   	153.85	DCR|2AART|2VULN|1ZMB|1DUR	1ERES|27VULN|36AART|4LIT|5FEWX|8RCR|9DUR|aZMB
860	16363 12433	   	153.85	DCR|2AART|2VULN|1ZMB|1DUR	1ERES|27VULN|36AART|4LIT|5LWND|8RCR|9DUR|aZMB
861	16331 41312	   	153.82	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|47BEXP|6RCR|7BPWR|8MBVNT|9CDMG|aZMB
862	16351 41312	   	153.82	DCR|2VULN|1AART|1CDMG|1ZMB	157ERES|27VULN|3AART|47LWND|6RCR|7BPWR|8MBVNT|9CDMG|aZMB
863	31132 46351	 * 	153.76	ACR|2VULN|1AART|1FLTHEA|2DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|69DUR|7FLTHEA|8CGEN
864	11366 34231	   	153.76	DCR|2VULN|1AART|1DMG|1ASPD	1ERES|2BELT|3AART|4ASPD|5DMG|6MBVNT|7RCR|8aVULN|9BEXP
865	11366 34251	   	153.76	DCR|2VULN|1AART|1DMG|1ASPD	1ERES|2BELT|3AART|4ASPD|5DMG|6MBVNT|7RCR|8aVULN|9FEWX
866	11366 34812	   	153.76	DCR|2DMG|1AART|1VULN|1ASPD	1ERES|2BELT|3AART|4ASPD|58DMG|6MBVNT|7RCR|9VULN|aRCVC
867	11366 34813	   	153.76	DCR|2DMG|1AART|1VULN|1ASPD	1ERES|2BELT|3AART|4ASPD|58DMG|6MBVNT|7RCR|9VULN|aMGNSTR
868	11366 34814	   	153.76	DCR|2DMG|1AART|1VULN|1ASPD	1ERES|2BELT|3AART|4ASPD|58DMG|6MBVNT|7RCR|9VULN|aLIT
869	16313 43353	   	153.76	DCR|3VULN|2AART	1ERES|25aVULN|36AART|4CGEN|7RCR|8DUST|9MBVNT
870	66222 26144	 * 	153.75	DCR|2VULN|1DMG|2ZMB|2DUR|1ASPD	1aDUR|2DMG|3aZMB|4RPLT|5ASPD|6MBVNT|7RCR|8FEWX|9aVULN|aBPWR
871	66222 26344	   	153.75	DCR|2VULN|1DMG|2ZMB|2DUR|1ASPD	1aDUR|2DMG|3aZMB|4RPLT|5ASPD|6MBVNT|7RCR|8BEXP|9aVULN|aBPWR
872	31156 12233	   	153.73	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|3LIT|45DMG|6LWND|7VULN|8FEWX|9RCR|aZMB
873	16331 62422	   	153.67	DCR|3VULN|1AART|1CDMG	15ERES|27aVULN|3AART|4BEXP|6LIT|8RCR|9CDMG
874	16361 52222	   	153.67	DCR|3VULN|1AART|1CDMG	1ERES|27aVULN|3AART|46LIT|5MBVNT|8RCR|9CDMG
875	11366 34811	   	153.66	DCR|2DMG|1AART|1VULN|1ASPD	1ERES|2BELT|3AART|4ASPD|58DMG|6MBVNT|7RCR|9VULN|aTLV
876	56233 23343	   	153.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57VULN|6MLV|8DUST|9RCR|aCDMG
877	31112 53336	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1LEGI|2AART|3LIT|4BEXP|58VULN|6DUST|7ZMB|9RCR|aDMG
878	46211 43221	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|28DMG|3ZMB|4FEWX|5RPLT|6RCR|7CDMG|9DUR|aVULN
879	46222 43221	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|28DMG|3ZMB|4RPLT|5BEXP|6RCR|7CDMG|9DUR|aVULN
880	46231 43223	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|28DMG|3ZMB|4DUR|5RPLT|6RCR|7CDMG|9RCVC|aVULN
881	16313 36321	   	153.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|25VULN|3AART|4CGEN|6LHND|7DMG|8DUR|9ASPD|aRCR
882	16313 51321	   	153.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|25VULN|3AART|4CGEN|6DMG|7LWND|8DUR|9ASPD|aRCR
883	16313 64331	   	153.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|25VULN|3AART|4CGEN|6DUR|7ASPD|8BEXP|9DMG|aRCR
884	16313 66211	   	153.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|25VULN|3AART|4CGEN|6DUR|7DMG|8ASPD|9FEWX|aRCR
885	31132 23443	   	153.59	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1LEGI|2AART|3LIT|4RCR|5VULN|6CGEN|78DUR|9DMG|aZMB
886	16362 12611	   	153.57	DCR|2AART|2VULN|1DMG	1ERES|27VULN|36AART|4LIT|5FEWX|8DMG|9RCR|aRPLT
887	16363 12611	   	153.57	DCR|2AART|2VULN|1DMG	1ERES|27VULN|36AART|4LIT|5LWND|8DMG|9RCR|aRPLT
888	43653 31331	   	153.57	DCR|2AART|2VULN|1DMG	15LWND|2LIT|36AART|4DMG|7aVULN|8DUST|9RCR
889	11324 11422	   	153.52	DCR|3DMG|1AART|1CDMG|1SELL	1ERES|2BELT|3AART|4CDMG|57aDMG|6LWND|8RCR|9SELL
890	11326 51422	   	153.52	DCR|3DMG|1AART|1CDMG|1SELL	1ERES|2BELT|3AART|4CDMG|5LHND|67aDMG|8RCR|9SELL
891	31133 41212	 * 	153.52	ACR|2VULN|1AART|1CDMG|2DUR|1SELL	1LEGI|2AART|3LIT|4RCR|5SELL|6aDUR|7CDMG|89VULN
892	31133 41251	 * 	153.52	ACR|2VULN|1AART|1CDMG|2DUR|1SELL	1LEGI|2AART|3LIT|4RCR|5SELL|69DUR|7CDMG|8aVULN
893	46231 43231	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|28DMG|3ZMB|4DUR|5RPLT|6RCR|7CDMG|9DUST|aVULN
894	66221 43223	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|28DMG|3ZMB|4RPLT|5LEGI|6RCR|7CDMG|9RCVC|aVULN
895	16362 12613	   	153.47	DCR|2AART|2VULN|1DMG	1ERES|27VULN|36AART|4LIT|5FEWX|8DMG|9RCR|aAIRHEA
896	16363 12613	   	153.47	DCR|2AART|2VULN|1DMG	1ERES|27VULN|36AART|4LIT|5LWND|8DMG|9RCR|aAIRHEA
897	16114 52333	   	153.46	DCR|2VULN|1AART|1FLTHEA|1CDMG	1ERES|2aVULN|3CDMG|4BELT|5MLV|6RCR|7NUKE|8AART|9FLTHEA
898	36321 53216	   	153.41	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LEGI|23VULN|4MBVNT|5RPLT|6RCR|7CDMG|8DMG|9ZMB|aDUR
899	66221 43231	   	153.41	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|28DMG|3ZMB|4RPLT|5LEGI|6RCR|7CDMG|9DUST|aVULN
900	31132 33644	 * 	153.35	ACR|1AART|1VULN|1DMG|3DUR|1ASPD	1LEGI|2AART|3LIT|4RCR|5VULN|6ASPD|78aDUR|9DMG
901	35111 11436	   	153.28	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2RPLT|3VULN|4aDMG|5DUST|6FEWX|7AART|8CDMG|9RCR
902	53233 13634	 * 	153.27	DCR|2VULN|1AART|2ZMB|1CDMG	17LIT|2MLV|3AART|47ZMB|57VULN|69BELT|7BPWR|8RCR|aCDMG
903	36211 46132	   	153.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ASPD|7DMG|8RCR|9DUR|aRCVC
904	36211 46133	   	153.27	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ASPD|7DMG|8RCR|9DUR|aLHND
905	36211 43131	   	153.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ASPD|7RMIN|8RCR|9DMG|aDUR
906	16522 23261	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2aVULN|3DUR|4MLV|5LHND|6RCR|7BELT|8AART|9DMG
907	53231 12341	   	153.23	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|5DMG|6LHND|7aVULN|8RCVC|9RCR
908	32125 11222	   	153.22	DCR|4VULN|3CDMG	1LEGI|29aLHND|379aVULN|4BEXP|5LIT|69aCDMG|8RCR|9aBPWR
909	36225 11222	   	153.22	DCR|4VULN|3CDMG	1LEGI|279aVULN|39aFEWX|4BEXP|5LIT|69aCDMG|8RCR|9aBPWR
910	31132 33414	   	153.21	ACR|2AART|2VULN|1ASPD|1DUR	1LEGI|28AART|3LIT|4RCR|59VULN|6ASPD|7DUR|aBEXP
911	31132 33416	   	153.21	ACR|2AART|2VULN|1ASPD|1DUR	1LEGI|28AART|3LIT|4RCR|59VULN|6ASPD|7DUR|aDMSP
912	33111 46161	   	153.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2DUST|3VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|9CGEN|aDUR
913	36211 45131	   	153.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ASPD|7ERES|8RCR|9DMG|aDUR
914	16532 23261	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2aVULN|3DUR|4TLV|5LHND|6RCR|7BELT|8AART|9DMG
915	32221 45226	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|3BELT|4aVULN|5ASPD|6RCR|7DMG|8AART|9DUST
916	53233 13662	 * 	153.15	DCR|2VULN|3ZMB|1AART	17LIT|2MLV|3AART|479ZMB|57VULN|6BELT|7BPWR|8RCR|aLHND
917	53233 13663	   	153.15	DCR|2VULN|3ZMB|1AART	17LIT|2MLV|3AART|479ZMB|57VULN|6BELT|7BPWR|8RCR|aBEXP
918	53231 21344	   	153.13	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8DUST|9RCR|aBEXP
919	16313 23516	   	153.13	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|25VULN|3AART|4CGEN|6LIT|7ZMB|8MLV|9RCR|aDMG
920	32161 64332	   	153.13	DCR|2VULN|1AART|2CDMG|1ZMB	1LEGI|2aLHND|3aVULN|4RPLT|5ERES|6ZMB|7AART|8RCR|9aCDMG|aBPWR
921	53231 22341	   	153.13	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7LWND|8DUST|9RCR|aVULN
922	53231 26341	   	153.13	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7BEXP|8DUST|9RCR|aVULN
923	53231 31341	   	153.13	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8DUST|9RCR
924	53231 51341	   	153.13	DCR|2VULN|1AART|1DMG|1ZMB	16LIT|2MLV|3AART|4ZMB|5DMG|7aVULN|8DUST|9RCR
925	55231 12341	   	153.13	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|5DMG|6LHND|7aVULN|8RCVC|9RCR
926	31151 24365	   	153.10	DCR|2DMG|1AART|2DUR|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8aDUR|9ZMB
927	31134 53133	   	153.08	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3aLIT|4RCR|6aLWND|7ERES|8CDMG|9aVULN|aBPWR
928	53236 21222	   	153.07	DCR|2VULN|1AART|2ZMB|1CDMG	1LIT|25MLV|3AART|45ZMB|5BPWR|6ERES|7aVULN|8RCR|9CDMG
929	55231 31341	   	153.03	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8DUST|9RCR
930	16331 62216	   	153.03	DCR|2VULN|1AART|1DMG|1ZMB	15ERES|27VULN|3AART|4BEXP|6LIT|8ZMB|9RCR|aDMG
931	53231 21346	   	153.03	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8DUST|9RCR|aLEGI
932	55231 22341	   	153.03	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7LWND|8DUST|9RCR|aVULN
933	16211 14332	   	153.03	DCR|2VULN|1AART|2CDMG|1ZMB	1aERES|2aVULN|3ZMB|4FEWX|5RPLT|6LEGI|7AART|8RCR|9aCDMG|aBPWR
934	43633 31212	 * 	153.02	ACR|2VULN|1AART|1CDMG|2DUR|1SELL	1LWND|2LIT|3AART|4RCR|5SELL|6aDUR|7CDMG|89VULN
935	43633 31251	 * 	153.02	ACR|2VULN|1AART|1CDMG|2DUR|1SELL	1LWND|2LIT|3AART|4RCR|5SELL|69DUR|7CDMG|8aVULN
936	43362 11212	   	153.00	DCR|4VULN|1CDMG|2DUR	1aLWND|2LIT|379aVULN|4CDMG|5LHND|6aDUR|8RCR|aBPWR
937	31131 22132	   	152.98	ACR|2AART|2VULN|1CDMG	1LEGI|2aAART|3LIT|4RCR|5RCVC|6MLV|79VULN|8CDMG
938	31132 21132	   	152.98	ACR|2AART|2VULN|1CDMG	1LEGI|2aAART|37LIT|4RCR|59VULN|6CGEN|8CDMG
939	31132 22313	   	152.98	ACR|2AART|2VULN|1CDMG	1LEGI|28AART|3LIT|4RCR|59VULN|6CGEN|7LHND|aCDMG
940	31134 22133	   	152.98	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6MLV|79VULN|8CDMG|aLWND
941	31134 22135	   	152.98	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6MLV|79VULN|8CDMG|aBEXP
942	31134 22136	   	152.98	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6MLV|79VULN|8CDMG|aRPLT
943	31134 22213	   	152.98	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6MLV|79VULN|8FEWX|aCDMG
944	31134 22413	   	152.98	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6MLV|79VULN|8LWND|aCDMG
945	66361 33232	 * 	152.98	ACR|2DMG|1AART|1VULN|2DUR	19DUR|28DMG|3LEGI|4LWND|5RCR|6RCVC|7VULN|aAART
946	56231 21111	 * 	152.96	3VULN|3DMG|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|568DMG|79aVULN
947	36211 43133	   	152.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LEGI|2VULN|3FEWX|4CDMG|5AART|6aASPD|7RMIN|8RCR|9DMG
948	12514 62133	   	152.93	ACR|2VULN|2DMG|1ZMB|1DUR|1SELL	18ERES|2RCVC|3SELL|4CGEN|5RCR|68VULN|78DMG|8BPWR|9DUR|aZMB
949	31463 13134	   	152.91	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1LEGI|26AART|3ASPD|4LIT|5LWND|7RCR|8CDMG|9VULN|aZMB
950	36126 26123	   	152.90	DCR|4VULN|3ZMB	1LEGI|2578VULN|3TLV|48MLV|68aZMB|8BPWR|9RCR
951	12611 23361	   	152.90	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2RCVC|3CDMG|4CGEN|58DMG|6DUR|7aVULN|9RCR
952	16436 31222	   	152.90	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|25VULN|38DMG|4DUR|67RMIN|9RCR|aCDMG
953	31134 42135	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|79VULN|8CDMG|aBEXP
954	31134 42136	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|79VULN|8CDMG|aRPLT
955	31134 42142	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|7aVULN|8CDMG|9RCVC
956	31134 62133	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6TLV|79VULN|8CDMG|aLWND
957	31134 62135	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6TLV|79VULN|8CDMG|aBEXP
958	31134 62136	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6TLV|79VULN|8CDMG|aRPLT
959	31136 12133	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|26AART|3LIT|4RCR|5TLV|79VULN|8CDMG|aLWND
960	31136 12135	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|26AART|3LIT|4RCR|5TLV|79VULN|8CDMG|aBEXP
961	31136 12136	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|26AART|3LIT|4RCR|5TLV|79VULN|8CDMG|aRPLT
962	31134 42213	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|79VULN|8FEWX|aCDMG
963	31134 42413	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|79VULN|8LWND|aCDMG
964	31134 62213	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6TLV|79VULN|8FEWX|aCDMG
965	31134 62413	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6TLV|79VULN|8LWND|aCDMG
966	31136 12213	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|26AART|3LIT|4RCR|5TLV|79VULN|8FEWX|aCDMG
967	31136 12413	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|26AART|3LIT|4RCR|5TLV|79VULN|8LWND|aCDMG
968	31131 62132	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|2aAART|3LIT|4RCR|5RCVC|6TLV|79VULN|8CDMG
969	31134 22131	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6MLV|79VULN|8CDMG|aERES
970	31134 22134	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6MLV|79VULN|8CDMG|aDUST
971	31134 42322	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|7aVULN|8RCVC|9CDMG
972	31136 42132	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|2aAART|36LIT|4RCR|5TLV|79VULN|8CDMG
973	31136 62132	   	152.88	ACR|2AART|2VULN|1CDMG	1LEGI|2aAART|36LIT|4RCR|56TLV|6BPWR|79VULN|8CDMG
974	55236 21222	   	152.87	DCR|2VULN|1AART|2ZMB|1CDMG	1LIT|25TLV|3AART|45ZMB|5BPWR|6ERES|7aVULN|8RCR|9CDMG
975	66216 11321	   	152.85	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9RCVC|aCGEN
976	66216 11322	   	152.85	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9RCVC|aDMSP
977	33111 46163	   	152.84	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LEGI|2DUST|3VULN|4CDMG|5AART|6aASPD|7DMG|8RCR|9CGEN
978	31133 13355	 * 	152.83	ACR|2AART|2DMG|2ASPD|1SELL	1LEGI|27AART|38aLIT|4RCR|5SELL|6aASPD|9aDMG|aBPWR
979	31151 23681	   	152.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LEGI|2AART|3LIT|4DMG|5MBVNT|6RCR|7DUR|8BEXP|9CDMG|aVULN
980	31132 22343	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|28AART|3LIT|4RCR|5VULN|6CGEN|7LHND|9DMG|aZMB
981	31134 12232	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6BELT|7FEWX|8ZMB|9VULN|aDMG
982	31134 16232	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6BELT|7BEXP|8ZMB|9VULN|aDMG
983	31134 22243	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6MLV|7VULN|8FEWX|9DMG|aZMB
984	31134 22346	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6MLV|7VULN|8RCVC|9ZMB|aDMG
985	31134 22443	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6MLV|7VULN|8LWND|9DMG|aZMB
986	31134 35213	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6LHND|7DMG|8FEWX|9VULN|aZMB
987	31134 35413	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6LHND|7DMG|8LWND|9VULN|aZMB
988	31134 55213	   	152.81	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6LWND|7DMG|8FEWX|9VULN|aZMB
989	32226 44212	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2LHND|3BELT|4VULN|5RMIN|6RCR|7CDMG|8ZMB|9AART|aDMG
990	31134 42131	   	152.78	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6aERES|79VULN|8CDMG
991	31134 42133	   	152.78	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|79VULN|8CDMG|aNUKE
992	31134 42134	   	152.78	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|79VULN|8CDMG|aDUST
993	31134 62131	   	152.78	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6TLV|79VULN|8CDMG|aERES
994	31134 62134	   	152.78	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6TLV|79VULN|8CDMG|aDUST
995	31136 12131	   	152.78	ACR|2AART|2VULN|1CDMG	1LEGI|26AART|3LIT|4RCR|5TLV|79VULN|8CDMG|aERES
996	31136 12134	   	152.78	ACR|2AART|2VULN|1CDMG	1LEGI|26AART|3LIT|4RCR|5TLV|79VULN|8CDMG|aDUST
997	31132 33323	   	152.76	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7DUR|9LHND|aZMB
998	31132 33333	   	152.76	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7DUR|9RMIN|aZMB
999	31132 33362	   	152.76	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7DUR|9ZMB|aBELT
1000	31132 31313	   	152.76	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1LEGI|2AART|37LIT|4RCR|59VULN|6ASPD|8DUR|aZMB
1001	31132 32353	   	152.76	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7LHND|9DUR|aZMB
1002	66216 11311	   	152.75	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9ERES|aBEXP
1003	66216 11312	   	152.75	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9ERES|aRMIN
